(0.2556, -0.0969)
(-0.0596, -0.0034)
(0.1923, 0.3175)
(0.0609, -0.0848)
(0.5079, 0.1922)
(0.2799, -0.1756)
(0.2860, -0.1515)
(0.0285, 0.6340)
(0.2297, 0.8000)
(-0.0842, -0.1308)
(-0.0757, -0.0862)
(-0.0862, 0.0699)
(0.0125, -0.1418)
(-0.0226, 0.0601)
(0.2317, 0.3341)
(0.1053, -0.1936)
(-0.4042, -0.4950)
(0.0478, -0.4903)
(0.2237, 0.0212)
(0.2064, 0.0232)
(-0.0852, 0.4977)
(0.1501, -0.3602)
(-0.2826, 0.1571)
(-0.1198, 0.4927)
(0.0501, 0.2051)
(0.2453, 0.4950)
(-0.2379, 0.3719)
(0.2348, -0.1041)
(0.0676, 0.3442)
(0.0464, -0.4950)
(0.2497, -0.0457)
(-0.0729, -0.2680)
(0.0310, -0.3225)
(0.1101, 0.0116)
(0.2064, -0.0526)
(-0.0065, -0.2051)
(0.0709, -0.1799)
(-0.1869, -0.1090)
(0.0469, -0.3150)
(-0.0034, -0.4269)
(-0.2150, 0.3257)
(-0.1002, 0.6947)
(0.1190, 0.3585)
(0.0325, -0.1642)
(0.2712, 0.4939)
(-0.1978, -0.0954)
(0.1392, -0.1311)
(-0.0888, 0.0450)
(0.0111, 0.5920)
(-0.0786, 0.0256)
(0.0958, -0.2223)
(-0.0709, 0.3445)
(-0.0709, 0.8000)
(-0.0199, 0.4583)
(-0.0279, -0.0846)
(0.2039, 0.0302)
(0.1764, -0.0678)
(-0.0381, -0.2564)
(-0.0542, -0.0513)
(0.0053, 0.1784)
(-0.0940, -0.0966)
(0.2687, -0.0932)
(-0.4923, 0.7369)
(0.0494, 0.1745)
(0.1615, 0.1951)
(-0.1712, -0.2711)
(0.1622, -0.4800)
(-0.2218, 0.4148)
(0.1500, 0.0419)
(-0.0115, 0.2006)
(-0.0115, 0.8000)
(-0.0410, 0.5226)
(0.0881, 0.0401)
(0.1377, -0.1254)
(0.0077, -0.2487)
(0.0648, -0.1895)
(0.0729, 0.1273)
(-0.0069, -0.0601)
(0.1812, -0.1987)
(-0.0274, -0.2869)
(0.1938, -0.4511)
(-0.4293, -0.4371)
(0.1273, -0.4373)
(0.1427, -0.2558)
(0.1491, -0.4950)
(0.0775, -0.3450)
(-0.0024, 0.3011)
(0.0138, -0.4950)
(-0.0705, -0.2172)
(-0.2279, 0.3433)
(-0.0582, 0.4328)
(0.0077, -0.1857)
(-0.2846, -0.3448)
(-0.0316, -0.0115)
(-0.0552, -0.4950)
(0.2011, -0.1864)
(0.0860, -0.3954)
(0.0181, 0.1693)
(0.0332, 0.1334)
(-0.0576, -0.3008)
(0.1136, 0.0901)
(0.4236, -0.1309)
(0.2168, 0.1548)
(-0.0563, -0.1300)
(-0.2486, -0.3274)
(0.1771, -0.0318)
(0.1010, -0.0998)
(0.1191, -0.0080)
(0.0481, 0.0711)
(0.2692, -0.1858)
(0.2490, -0.1430)
(0.2566, -0.0626)
(-0.1155, 0.4029)
(-0.2018, 0.8000)
(-0.3082, 0.1408)
(-0.1628, -0.1468)
(0.0395, 0.3873)
(-0.8000, -0.0490)
(0.4484, -0.0490)
(-0.4149, -0.5652)
(-0.4149, 0.4338)
(0.3433, 0.2374)
(0.1906, -0.3990)
(0.3084, -0.4950)
(0.0089, -0.3334)
(-0.7335, -0.0049)
(0.5737, -0.0049)
(-0.3796, 0.0210)
(0.1203, -0.4366)
(-0.0186, -0.2242)
(0.1987, -0.2103)
(0.0749, -0.1063)
(0.0088, -0.1074)
(0.1088, 0.1471)
(0.0718, -0.4950)
(-0.6436, -0.2504)
(-0.6160, -0.3030)
(0.1576, -0.3263)
(0.4896, -0.3382)
(-0.0454, -0.1420)
(0.2815, -0.2224)
(0.0378, -0.0203)
(-0.1549, 0.0157)
(0.2037, 0.1840)
(-0.2991, 0.8000)
(0.1497, 0.4950)
(-0.0083, 0.4938)
(-0.0134, 0.4950)
(0.0413, 0.0396)
(0.1315, -0.2084)
(-0.5834, 0.3268)
(0.1020, 0.3549)
(0.3536, 0.1030)
(-0.0445, -0.1028)
(-0.1222, -0.1915)
(-0.1716, -0.2627)
(-0.4769, 0.4939)
(-0.0421, -0.4098)
(-0.0437, 0.5329)
(-0.2699, 0.4896)
(0.1030, 0.0053)
(0.3186, -0.0463)
(-0.0153, -0.2484)
(0.0317, -0.2816)
(0.1039, -0.4950)
(0.1617, -0.1757)
(0.1675, -0.2345)
(0.2649, -0.3974)
(0.1802, -0.1584)
(0.3050, 0.4486)
(0.4118, 0.1237)
(0.3235, 0.6519)
(0.4044, 0.6195)
(0.4460, -0.0275)
(-0.0953, 0.5734)
(-0.6128, 0.8000)
(0.2403, 0.1961)
(-0.0830, -0.0907)
(-0.3909, -0.0659)
(-0.6617, -0.4950)
(0.0068, 0.8000)
(0.1275, 0.4396)
(0.1016, 0.0482)
(-0.2159, 0.1676)
(0.1321, 0.7301)
(0.1338, -0.2681)
(-0.3244, -0.4950)
(0.0628, -0.3140)
(-0.0924, 0.1215)
(-0.2460, -0.3611)
(-0.0500, 0.1403)
(-0.0155, 0.5775)
(0.1085, 0.2653)
(0.1114, -0.1253)
(0.0001, -0.2297)
(0.3787, -0.3069)
(-0.2185, 0.4574)
(-0.2897, -0.2098)
(0.2124, -0.2687)
(-0.2639, -0.4950)
(-0.2237, -0.4239)
(-0.1082, -0.3048)
(-0.1823, -0.2239)
(-0.0995, -0.3323)
(-0.2231, -0.4361)
(-0.1959, -0.0444)
(0.1325, 0.7603)
(0.1325, -0.2397)
(-0.2083, 0.3979)
(-0.2912, -0.2034)
(-0.0246, 0.8000)
(0.0238, -0.2971)
(0.4999, -0.3728)
(0.3290, -0.1386)
(0.5989, -0.4404)
(0.1273, -0.1160)
(-0.2057, -0.0096)
(0.1211, -0.4950)
(-0.1658, 0.1227)
(-0.1554, 0.4938)
(-0.2254, 0.5598)
(-0.2318, 0.2576)
(-0.0458, 0.5411)
(0.0164, -0.0541)
(0.0671, 0.0109)
(-0.2322, -0.2417)
(-0.3164, 0.3035)
(-0.0268, -0.0157)
(0.1350, 0.0958)
(0.0855, -0.4942)
(0.0859, 0.5046)
(0.1210, 0.0191)
(0.2373, -0.2445)
(0.1842, 0.0861)
(-0.0808, -0.2221)
(-0.2058, -0.4105)
(0.0660, 0.0565)
(0.0127, 0.4680)
(-0.1273, -0.4950)
(0.1091, 0.6381)
(0.0694, -0.1382)
(-0.2416, -0.0375)
(0.1122, 0.1443)
(-0.0868, -0.3205)
(-0.8000, 0.2303)
(0.0212, 0.3042)
(0.0138, -0.2616)
(0.2329, -0.0362)
(-0.0109, -0.3008)
(0.0385, -0.1472)
(-0.2891, -0.4937)
(-0.2490, -0.3634)
(0.2293, 0.8000)
(0.0782, 0.5492)
(-0.0143, -0.0327)
(0.4860, 0.0790)
(0.2054, -0.1837)
(-0.3592, -0.1048)
(-0.4609, -0.1526)
(0.0914, -0.1779)
(0.1113, 0.2196)
(-0.0587, -0.4912)
(-0.1366, -0.3073)
(-0.3048, -0.6395)
(0.2896, -0.2565)
(-0.3462, -0.4950)
(0.2872, 0.3942)
(0.1458, -0.0841)
(0.2197, -0.3861)
(0.1358, 0.4224)
(0.1744, 0.3813)
(0.2091, 0.3710)
(0.0517, -0.2185)
(0.0749, -0.2526)
(0.0510, -0.0312)
(-0.0113, -0.0147)
(-0.0123, -0.1932)
(0.2753, -0.3646)
(0.3041, 0.6721)
(0.1923, 0.0104)
(0.0943, -0.1816)
(-0.3165, -0.4375)
(-0.3165, -0.2133)
(0.0701, -0.3511)
(0.0058, -0.4950)
(0.1198, 0.0434)
(-0.1107, -0.0770)
(-0.3548, 0.3553)
(-0.1452, -0.4966)
(0.5989, 0.5351)
(0.4521, -0.0905)
(0.2388, -0.0275)
(-0.1272, 0.0024)
(0.1423, 0.0653)
(-0.0409, -0.0547)
(0.1340, -0.0976)
(-0.0603, 0.8000)
(-0.0437, -0.4950)
(0.0537, 0.0734)
(0.1923, 0.0087)
(-0.8000, -0.0626)
(0.0309, -0.5864)
(0.0309, 0.4127)
(0.1886, 0.1600)
(-0.4355, -0.4301)
(0.1704, -0.2786)
(-0.0371, -0.4657)
(-0.4552, 0.1691)
(-0.1464, 0.5619)
(-0.0549, -0.5388)
(-0.0549, 0.4602)
(0.1210, -0.4950)
(-0.0828, -0.1715)
(-0.3641, -0.1467)
(-0.4868, 0.6129)
(-0.7095, 0.1581)
(0.2434, 0.5311)
(0.0456, 0.2770)
(0.0348, -0.4936)
(0.1737, -0.4515)
(0.2534, -0.4523)
(0.0692, -0.0405)
(-0.0152, 0.0871)
(-0.0426, -0.4950)
(0.4955, 0.3002)
(0.5309, -0.4950)
(0.0942, -0.2054)
(0.1724, -0.0097)
(-0.0795, 0.3832)
(-0.2287, -0.1862)
(-0.0456, -0.4093)
(0.1293, -0.0291)
(-0.2058, -0.2852)
(-0.1305, -0.2114)
(0.2686, -0.4339)
(-0.2298, 0.1881)
(-0.2505, -0.0796)
(-0.2490, -0.2620)
(0.0459, -0.2815)
(-0.3192, -0.4729)
(-0.0900, 0.1540)
(-0.5028, 0.2175)
(-0.4295, -0.0409)
(-0.4600, 0.1060)
(-0.3428, -0.4435)
(-0.0194, 0.4924)
(0.0806, 0.2288)
(-0.1227, 0.6970)
(-0.3525, 0.5074)
(-0.1861, -0.4401)
