(-0.2593, -0.2843)
(-0.1663, 0.1191)
(0.0544, 0.0165)
(-0.3875, 0.2166)
(0.1239, 0.1558)
(-0.0287, 0.1535)
(-0.0585, 0.4172)
(0.3548, -0.4776)
(0.3623, -0.4957)
(0.2692, -0.2327)
(-0.1585, 0.1882)
(-0.0206, 0.4101)
(0.0467, 0.4119)
(0.1364, 0.2344)
(0.1435, 0.2735)
(0.1807, 0.3446)
(0.2075, -0.0170)
(0.0564, 0.3662)
(0.0257, -0.2833)
(0.0887, 0.0688)
(0.0855, 0.1515)
(0.2813, 0.1882)
(0.0845, 0.0757)
(-0.0545, 0.1624)
(0.0794, 0.0589)
(-0.0274, 0.1971)
(-0.0667, 0.0818)
(0.1885, 0.1936)
(-0.0087, -0.4155)
(-0.1571, 0.2140)
(0.2018, 0.1548)
(-0.2848, -0.2048)
(0.2661, -0.1348)
(-0.0639, -0.0666)
(0.1244, -0.1570)
(-0.0152, -0.4152)
(0.2681, -0.2966)
(-0.0661, -0.0161)
(0.0466, 0.1821)
(0.2349, 0.3198)
(-0.0137, 0.4123)
(0.3147, 0.2318)
(0.1418, 0.3729)
(0.3779, -0.0681)
(-0.1211, 0.3971)
(-0.0145, -0.3084)
(0.0376, 0.3405)
(0.2595, -0.1932)
(0.1112, 0.0951)
(-0.0714, 0.0319)
(0.0904, 0.2029)
(-0.0566, 0.0490)
(0.2480, -0.2073)
(0.2553, -0.2096)
(0.0081, 0.0911)
(0.3480, -0.1951)
(0.1204, -0.0603)
(0.3377, -0.2656)
(0.2535, 0.3298)
(0.1997, 0.2385)
(0.1213, 0.1631)
(0.0492, -0.2218)
(0.0527, -0.1606)
(0.0508, 0.2523)
(0.1139, 0.4906)
(-0.1907, 0.1750)
(0.0872, -0.0046)
(0.0418, 0.3958)
(0.0701, 0.2765)
(0.0300, -0.1280)
(-0.1209, 0.2770)
(-0.0560, 0.1906)
(-0.3252, -0.2806)
(0.0541, -0.0263)
(-0.1342, 0.3165)
(0.4722, 0.1203)
(0.1333, -0.0447)
(-0.0609, 0.1338)
(0.0098, -0.3934)
(0.2350, 0.0963)
(0.5000, 0.4040)
(-0.0545, 0.0625)
(0.0940, 0.3806)
(0.2809, 0.1329)
(0.3068, -0.2523)
(0.5000, -0.0206)
(-0.4017, 0.4252)
(0.0765, 0.0186)
(-0.1068, -0.3292)
(-0.0955, 0.0755)
(0.0455, -0.1304)
(-0.0290, -0.2043)
(0.1239, 0.0308)
(-0.2669, 0.0940)
(0.3408, -0.2357)
(0.3142, -0.0508)
(0.0729, -0.0297)
(0.0677, -0.0063)
(0.2982, 0.0712)
(-0.4938, 0.5000)
(-0.5000, -0.1583)
(-0.0054, 0.1528)
(-0.0448, 0.2580)
(-0.0930, -0.3092)
(0.1997, 0.1754)
(0.0231, 0.3378)
(0.0801, 0.1068)
(0.1030, 0.2108)
(0.4445, 0.1196)
(0.2087, 0.4418)
(0.2400, -0.3358)
(0.0563, 0.1452)
(0.0921, 0.2711)
(0.2000, -0.0635)
(-0.0110, 0.0285)
(0.1087, -0.4703)
(0.1890, -0.4758)
(0.4681, -0.4822)
(0.4985, -0.4346)
(0.2779, -0.5000)
(0.0230, 0.1696)
(-0.0544, -0.1884)
(0.1163, 0.4963)
(0.2525, -0.3324)
(-0.0475, 0.0553)
(0.2479, -0.1793)
(-0.1343, -0.5000)
(-0.1397, -0.4937)
(0.2948, 0.4863)
(0.3020, -0.5000)
(0.1208, 0.4667)
(-0.0692, -0.1271)
(0.1048, -0.3872)
(0.1110, -0.1613)
(0.4165, 0.5000)
(-0.0119, -0.0670)
(0.2390, 0.3861)
(0.0556, -0.0739)
(0.0458, 0.0232)
(-0.0248, 0.1135)
(-0.2197, 0.5030)
(0.1133, 0.2567)
(0.4681, 0.0815)
(0.3339, 0.0949)
(0.2132, 0.1616)
(0.1118, -0.0510)
(0.0517, -0.1627)
(0.2045, -0.0773)
(0.2660, -0.0697)
(0.1098, -0.2485)
(0.1487, 0.4598)
(0.2039, 0.1860)
(0.0405, -0.3941)
(-0.0275, 0.0181)
(0.0314, 0.0777)
(0.0319, 0.0769)
(0.1429, -0.0285)
(0.1037, -0.1645)
(-0.0436, -0.1881)
(0.4699, -0.5841)
(-0.3149, 0.1026)
(-0.1051, 0.1347)
(-0.1814, 0.4937)
(-0.1422, -0.5707)
(0.0653, 0.0165)
(0.0773, 0.1110)
(0.0213, -0.0773)
(-0.0428, -0.2006)
(-0.1740, 0.1003)
(-0.0069, 0.1112)
(0.2419, 0.1379)
(0.0479, 0.5408)
(-0.0544, 0.2469)
(-0.1119, 0.2009)
(0.1541, 0.2247)
(-0.3181, -0.3993)
(0.2786, -0.2879)
(0.1088, 0.3799)
(0.4861, -0.2531)
(0.3807, -0.0086)
(0.3593, -0.0597)
(0.1016, 0.2395)
(-0.0645, 0.4696)
(-0.0625, -0.2574)
(-0.0097, 0.2454)
(-0.4167, 0.3278)
(0.2115, 0.3459)
(-0.3336, 0.0719)
(0.4460, 0.1219)
(0.3337, 0.1095)
(0.1731, 0.4151)
(-0.4197, 0.1365)
(0.3799, 0.3381)
(-0.1681, -0.1814)
(0.0111, 0.2614)
(0.1211, -0.2298)
(-0.0847, -0.0385)
(-0.2033, 0.0930)
(-0.4156, -0.4504)
(-0.2775, -0.1965)
(-0.1919, 0.2498)
(-0.2570, 0.2051)
(0.0724, 0.4488)
(0.2704, -0.2808)
(-0.3908, 0.5971)
(-0.0110, 0.2470)
(-0.0663, 0.1045)
(0.2936, 0.4223)
(-0.3897, 0.2397)
(0.3958, 0.3615)
(0.2635, 0.2698)
(0.4545, -0.2897)
(-0.1438, 0.5158)
(0.2772, -0.2281)
(0.0835, -0.0626)
(0.3719, 0.0025)
(0.1108, -0.0264)
(-0.0085, 0.0210)
(0.4778, 0.5200)
(0.2034, -0.1010)
(-0.2386, -0.1269)
